"topic","term","beta"
2,"timeless",1.69609862245847e-71
3,"timeless",1.70882467474362e-165
4,"timeless",3.14482384638925e-161
5,"timeless",0.00110071387508795
6,"timeless",2.34436911903373e-157
1,"timemechine",5.45027761034572e-143
2,"timemechine",1.9894083924589e-145
3,"timemechine",4.58393588864506e-148
4,"timemechine",9.47095554513564e-142
5,"timemechine",1.78372140491567e-144
6,"timemechine",0.00132636517530188
1,"times",0.0057181738758935
2,"times",1.30136008902649e-18
3,"times",2.46624716256819e-43
4,"times",2.97732712614091e-160
5,"times",3.29165073694466e-158
6,"times",7.29016783314481e-62
1,"tired",1.86098437534766e-175
2,"tired",4.28054493525481e-181
3,"tired",1.60271916546832e-178
4,"tired",0.00119020179423761
5,"tired",1.25849574413818e-175
6,"tired",2.37352719901484e-173
1,"title",8.12544088817567e-157
2,"title",0.00212544181196272
3,"title",2.19590613093316e-158
4,"title",1.93634460582649e-156
5,"title",6.28484763590754e-158
6,"title",1.32897283003295e-30
1,"tive",2.97442249047159e-141
2,"tive",2.08188134068627e-144
3,"tive",2.03614673096763e-144
4,"tive",3.31990327694093e-139
5,"tive",0.00110071387508795
6,"tive",2.02951388355562e-138
1,"tocan",0.0011436347751787
2,"tocan",1.31414914491502e-96
3,"tocan",8.26779672614259e-138
4,"tocan",7.42921258594725e-183
5,"tocan",1.94635045585462e-183
6,"tocan",3.35283204465181e-180
1,"toda",0.0022872695503574
2,"toda",2.4004483605282e-205
3,"toda",3.35253172624004e-204
4,"toda",7.68998686959017e-202
5,"toda",2.90642440784943e-202
6,"toda",2.07533325294563e-199
1,"today",0.0205854259530133
2,"today",3.92060426303085e-17
3,"today",1.5769583143055e-13
4,"today",4.23058262362808e-31
5,"today",1.86574715723648e-19
6,"today",7.57238283443528e-111
1,"toddler",5.10844695793431e-165
2,"toddler",0.00106272090598136
3,"toddler",2.35162143100896e-197
4,"toddler",6.28220420203925e-194
5,"toddler",1.23451701421692e-192
6,"toddler",1.77505247414204e-175
1,"todo",2.81300490359089e-259
2,"todo",1.08502931336644e-262
3,"todo",0.00266198396856374
4,"todo",4.18614621350382e-258
5,"todo",5.51683026763887e-259
6,"todo",1.04082652902148e-254
1,"todos",0.00333841297294903
2,"todos",8.06211206206827e-172
3,"todos",0.000959090555438638
4,"todos",2.7819720063711e-167
5,"todos",2.26830602868584e-167
6,"todos",2.26190370932717e-166
1,"togezhe",1.9096118610877e-163
2,"togezhe",8.68284714276355e-166
3,"togezhe",1.68959445877489e-166
4,"togezhe",6.30185549905475e-162
5,"togezhe",2.64069955981468e-162
6,"togezhe",0.00132636517530188
1,"toh",0.0011436347751787
2,"toh",2.44217930432905e-174
3,"toh",2.00469872870159e-175
4,"toh",1.86815666411183e-171
5,"toh",1.98931750064721e-171
6,"toh",2.64396024446016e-169
1,"toilet",1.35948316819543e-177
2,"toilet",1.21736591803399e-181
3,"toilet",1.24833487318995e-180
4,"toilet",1.18149138349757e-176
5,"toilet",0.00110071387508795
6,"toilet",1.34826505450052e-174
1,"told",1.81116190128191e-154
2,"told",2.11311236443314e-41
3,"told",5.78503658900187e-182
4,"told",9.64729870605916e-179
5,"told",5.42104341823691e-05
6,"told",0.00391377170864046
1,"tollfreenumber",1.45392355576508e-26
2,"tollfreenumber",3.51639945537418e-160
3,"tollfreenumber",8.42618698692871e-165
4,"tollfreenumber",0.00119020179423761
5,"tollfreenumber",5.71942128253055e-161
6,"tollfreenumber",5.46260466289198e-158
1,"tomorrow",4.07394455616126e-160
2,"tomorrow",2.52820207437089e-165
3,"tomorrow",2.35162619035162e-165
4,"tomorrow",6.16683268708799e-24
5,"tomorrow",2.08938444645329e-161
6,"tomorrow",0.00265273035060376
1,"tone",2.08868129711137e-185
2,"tone",0.00106272090598136
3,"tone",2.04389335385587e-190
4,"tone",6.54149171026208e-178
5,"tone",9.11473441181626e-187
6,"tone",8.29306315775668e-185
1,"tones",1.31853611434475e-184
2,"tones",0.00106272090598136
3,"tones",1.62881935809901e-190
4,"tones",2.63070465456179e-177
5,"tones",1.88736874070884e-186
6,"tones",5.83181274483825e-184
1,"tooth",0.0011436347751787
2,"tooth",2.53586861646924e-162
3,"tooth",9.80842513101473e-164
4,"tooth",2.98120684689806e-158
5,"tooth",4.66918339289063e-23
6,"tooth",1.73975030516919e-156
1,"top",2.17387987554815e-44
2,"top",1.95590755144221e-190
3,"top",0.000887327989521247
4,"top",5.03605530013128e-188
5,"top",1.36956190096241e-186
6,"top",2.85123516871564e-185
1,"touching",4.60327241483751e-165
2,"touching",2.266793535559e-29
3,"touching",2.78484174100276e-168
4,"touching",2.58176963133123e-164
5,"touching",6.41881536752865e-164
6,"touching",0.00132636517530188
1,"tour",7.20734570644539e-233
2,"tour",1.43437586338882e-232
3,"tour",6.00519075086436e-234
4,"tour",6.99885090367374e-236
5,"tour",0.00110071387508795
6,"tour",6.92489203935819e-188
1,"town",3.04600425947333e-184
2,"town",0.00212544181196272
3,"town",5.1809464691292e-62
4,"town",1.71441063355966e-57
5,"town",2.12343370489397e-185
6,"town",3.25800571573188e-181
1,"track",6.2427026059945e-171
2,"track",5.40919654541078e-177
3,"track",2.97303779768407e-180
4,"track",6.63271649087464e-06
5,"track",0.00219529372894827
6,"track",2.88531391048124e-173
1,"tracking",1.07779116870504e-229
2,"tracking",2.62888696329059e-235
3,"tracking",2.81241065944582e-139
4,"tracking",3.74330707623499e-231
5,"tracking",0.00110071387508795
6,"tracking",2.6043716289601e-221
1,"trademark",1.16794773677843e-70
2,"trademark",1.44467286043909e-73
3,"trademark",4.6176211647986e-67
4,"trademark",0.0559394843291678
5,"trademark",9.8931273285792e-44
6,"trademark",4.92568751547405e-97
1,"traditional",7.97134977651584e-180
2,"traditional",0.00106272095818102
3,"traditional",9.08076534465357e-190
4,"traditional",4.25458615895313e-184
5,"traditional",0.00110071382102212
6,"traditional",8.74657026847377e-183
1,"traduz",1.90140181402946e-213
2,"traduz",2.78231702691029e-218
3,"traduz",0.000887327989521247
4,"traduz",5.66999744887746e-213
5,"traduz",2.25453758256698e-213
6,"traduz",4.51370404634924e-210
1,"traigan",4.17953063500797e-198
2,"traigan",2.2163744549976e-202
3,"traigan",2.02023053994725e-204
4,"traigan",1.83025451652948e-198
5,"traigan",0.00110071387508795
6,"traigan",5.80228564013825e-196
1,"trailer",2.35925213053788e-230
2,"trailer",3.29030830290461e-236
3,"trailer",2.91789902063517e-139
4,"trailer",5.73179187981922e-231
5,"trailer",0.00110071387508795
6,"trailer",4.65599778474347e-221
1,"train",0.00114363050076018
2,"train",3.97199702487575e-09
3,"train",3.0279940808798e-158
4,"train",6.56664771648692e-153
5,"train",6.27337606963475e-154
6,"train",2.60222412237793e-150
1,"transparece",3.57376015948094e-208
2,"transparece",3.25356681388572e-210
3,"transparece",0.000887327989521247
4,"transparece",4.28072757447983e-208
5,"transparece",4.78277492015972e-210
6,"transparece",1.71973035244559e-205
1,"traumatizing",6.32241609836606e-208
2,"traumatizing",0.00106272090598136
3,"traumatizing",7.2155681569724e-73
4,"traumatizing",1.84454719419838e-204
5,"traumatizing",6.88536443881305e-207
6,"traumatizing",3.06069596950081e-53
1,"travel",1.63971146005121e-191
2,"travel",0.00106272090598136
3,"travel",8.72653578794511e-195
4,"travel",1.14676194834068e-188
5,"travel",6.28288936230703e-191
6,"travel",6.29052639240074e-188
1,"traveler",2.28404567243387e-162
2,"traveler",1.34056933501886e-164
3,"traveler",1.11187100304047e-165
4,"traveler",2.45860625787944e-160
5,"traveler",1.82931863916852e-24
6,"traveler",0.00132636517530188
1,"travelers",2.43815310179609e-163
2,"travelers",2.56990482653988e-167
3,"travelers",8.53977000769837e-167
4,"travelers",6.84544474096864e-163
5,"travelers",4.17551890134412e-163
6,"travelers",0.00132636517530188
1,"travellers",1.82574966763909e-162
2,"travellers",2.81059360264136e-165
3,"travellers",4.38536748591672e-166
4,"travellers",1.1549783375495e-162
5,"travellers",5.28970309082352e-163
6,"travellers",0.00132636517530188
1,"traz",7.54840847804107e-193
2,"traz",1.83272810398718e-193
3,"traz",0.00177465597904249
4,"traz",3.88396021705397e-191
5,"traz",4.70559789728185e-193
6,"traz",9.2952077235195e-189
1,"treasure",2.41795205845492e-158
2,"treasure",6.48503311644688e-160
3,"treasure",9.56006289918136e-161
4,"treasure",2.23716686980939e-158
5,"treasure",0.00110071387508795
6,"treasure",4.35381625055014e-155
1,"tremendo",3.85559060439581e-188
2,"tremendo",1.21245349440558e-190
3,"tremendo",0.000887327989521247
4,"tremendo",2.05028110623204e-188
5,"tremendo",5.42853911614417e-189
6,"tremendo",1.28726704360423e-186
1,"tres",1.45609847359883e-170
2,"tres",1.12217546500845e-173
3,"tres",5.42648759690828e-175
4,"tres",2.52749720225604e-170
5,"tres",0.00110071387508795
6,"tres",9.88099595380903e-168
1,"tribe",0.0011436347751787
2,"tribe",6.91399200136529e-170
3,"tribe",2.01595168107617e-171
4,"tribe",1.33492143141556e-167
5,"tribe",5.37983614472905e-165
6,"tribe",2.21173711056424e-164
1,"triste",1.24858929146497e-178
2,"triste",9.91168909390005e-180
3,"triste",4.49870211402913e-183
4,"triste",1.90133873823491e-22
5,"triste",0.00110071387508795
6,"triste",5.59148424828512e-176
1,"true",7.92710620760336e-12
2,"true",8.75635035996395e-157
3,"true",5.94686437142776e-162
4,"true",0.00357060537446295
5,"true",2.973074826131e-155
6,"true",2.24590047851389e-153
1,"truely",9.29502523831234e-156
2,"truely",2.10487565498178e-158
3,"truely",0.000887327989519126
4,"truely",3.42308185599338e-153
5,"truely",9.19834776662268e-155
6,"truely",3.17189615104456e-15
1,"trust",9.82355242280142e-159
2,"trust",2.51090185248897e-77
3,"trust",1.51433206125411e-209
4,"trust",0.00238040358847522
5,"trust",1.5029432886408e-69
6,"trust",9.97334410724513e-69
1,"tudo",1.04318915842008e-213
2,"tudo",1.21842573212444e-216
3,"tudo",0.000887327989521247
4,"tudo",9.20219994622304e-213
5,"tudo",1.48823237634293e-213
6,"tudo",3.08945487899618e-211
1,"tufada",2.17510469319598e-142
2,"tufada",2.56770838000025e-144
3,"tufada",9.77966465785291e-146
4,"tufada",0.00119020179423761
5,"tufada",2.52929018567304e-143
6,"tufada",6.95599994796658e-139
1,"turkish",1.86350413621662e-221
2,"turkish",3.39448657287911e-223
3,"turkish",9.58372716151537e-226
4,"turkish",0.00119020179423761
5,"turkish",3.82111436824155e-221
6,"turkish",1.10011208756949e-217
1,"turn",1.79008858471862e-238
2,"turn",8.20308709009544e-242
3,"turn",7.3576144187165e-241
4,"turn",3.11953756041875e-239
5,"turn",1.13531248948555e-239
6,"turn",0.00928455622711315
1,"tus",3.92384403800522e-166
2,"tus",2.46721303639442e-169
3,"tus",0.000887327989521247
4,"tus",2.77781239415061e-166
5,"tus",1.39241582656339e-166
6,"tus",2.62797437281168e-164
1,"tuvo",1.89314487040714e-195
2,"tuvo",4.40009647890444e-198
3,"tuvo",2.06380592373228e-198
4,"tuvo",1.00253419718918e-194
5,"tuvo",0.00330214162526386
6,"tuvo",1.19563059806601e-191
1,"tvz",5.51204830964655e-189
2,"tvz",1.67662711885978e-192
3,"tvz",0.000887327989521247
4,"tvz",1.30100685165583e-191
5,"tvz",4.02796536358149e-189
6,"tvz",7.14305622577218e-186
1,"tweakin",3.39365166740136e-176
2,"tweakin",8.74250493628465e-180
3,"tweakin",2.56425170083212e-178
4,"tweakin",3.29377292310798e-176
5,"tweakin",0.00110071387508795
6,"tweakin",1.73390379813072e-173
1,"twenties",4.31685672452168e-187
2,"twenties",0.00106272090598136
3,"twenties",1.50536485645597e-191
4,"twenties",2.76543893023364e-49
5,"twenties",9.33964906724113e-71
6,"twenties",1.03292006002366e-184
1,"twitter",9.80079691498107e-186
2,"twitter",4.38710200573411e-187
3,"twitter",1.70786043839773e-189
4,"twitter",1.65884551114136e-184
5,"twitter",0.00110071387508795
6,"twitter",1.12911626260057e-181
1,"twitterx",5.99673421824435e-177
2,"twitterx",8.71222721986078e-181
3,"twitterx",0.000887328055741611
4,"twitterx",1.17870698837447e-47
5,"twitterx",0.00110071379294282
6,"twitterx",7.60966658544619e-177
1,"type",3.28315342160928e-196
2,"type",3.30617690459169e-39
3,"type",1.61853266134773e-198
4,"type",2.44824062261285e-194
5,"type",0.00110071387508795
6,"type",2.32085472687914e-192
1,"ucrania",5.16696853377717e-213
2,"ucrania",2.41079323305313e-216
3,"ucrania",0.000887327989521247
4,"ucrania",9.44148068417268e-213
5,"ucrania",7.17343004593659e-214
6,"ucrania",1.64440085228191e-210
1,"udah",1.96572217644805e-178
2,"udah",9.69211251705206e-181
3,"udah",7.27978421871035e-182
4,"udah",1.70246924169208e-178
5,"udah",0.00110071387508795
6,"udah",7.2413438232465e-176
1,"ula",4.53837124885617e-162
2,"ula",1.8954497176499e-163
3,"ula",5.18493090543335e-165
4,"ula",0.00119020179423761
5,"ula",7.05037393864376e-161
6,"ula",4.54175255471976e-158
1,"uma",1.0307716847058e-76
2,"uma",1.41356831807177e-174
3,"uma",0.00443663994760624
4,"uma",2.05254020934668e-190
5,"uma",1.93556519816122e-190
6,"uma",1.77625652484652e-189
1,"umi",1.71999666774252e-278
2,"umi",1.49907928316397e-280
3,"umi",2.00597914337226e-280
4,"umi",4.70517755970194e-278
5,"umi",3.28842049793607e-279
6,"umi",0.00530546070120752
1,"una",1.72809544450157e-190
2,"una",1.12240261799169e-193
3,"una",0.00354931195808499
4,"una",6.38250977227412e-189
5,"una",3.36976883712218e-183
6,"una",4.1611175226749e-186
1,"unbelievable",1.09859840862129e-111
2,"unbelievable",4.30922345621904e-92
3,"unbelievable",0.000887327989521247
4,"unbelievable",4.89022629078104e-118
5,"unbelievable",2.03801507208837e-184
6,"unbelievable",1.84074560501545e-181
1,"underdogs",0.0011436347751787
2,"underdogs",7.18362223913221e-59
3,"underdogs",2.36157909425568e-196
4,"underdogs",4.43131782948963e-192
5,"underdogs",2.17842016095248e-192
6,"underdogs",2.50861857410334e-51
1,"underneath",1.58180418395789e-241
2,"underneath",1.38918233193515e-244
3,"underneath",3.71663390794209e-245
4,"underneath",3.27959659339288e-241
5,"underneath",4.84247755342613e-242
6,"underneath",0.00663182587650939
1,"underrated",5.32165979352155e-174
2,"underrated",1.48692580977063e-176
3,"underrated",0.000887327989521247
4,"underrated",1.78648165340735e-173
5,"underrated",9.88099412493897e-175
6,"underrated",1.04240489107703e-170
1,"understand",5.94655660811118e-218
2,"understand",1.90942902565416e-221
3,"understand",3.03433756177395e-222
4,"understand",2.63949683594019e-213
5,"understand",0.00110071387508795
6,"understand",2.8386432885325e-215
1,"understood",5.10648793405342e-191
2,"understood",0.00106272090598136
3,"understood",5.30204052174009e-206
4,"understood",1.92848926822208e-200
5,"understood",9.81415126443407e-85
6,"understood",2.56484947429961e-198
1,"unexplainable",3.87320331707545e-08
2,"unexplainable",2.48706544957101e-43
3,"unexplainable",1.15223068911063e-149
4,"unexplainable",2.42054332359946e-144
5,"unexplainable",0.00110067659667771
6,"unexplainable",5.73698021668455e-142
1,"uni",3.45896565640329e-142
2,"uni",5.50051770414131e-145
3,"uni",1.53887947232956e-145
4,"uni",0.00119020179423761
5,"uni",5.70383328365893e-143
6,"uni",7.92739727871825e-139
1,"unidos",3.19622695306949e-156
2,"unidos",0.00106272090598136
3,"unidos",2.70082416082864e-120
4,"unidos",1.52084312705523e-156
5,"unidos",3.70165747519894e-156
6,"unidos",2.0040051047758e-153
1,"unique",1.34394595784919e-179
2,"unique",0.00106272090598136
3,"unique",4.40029844051917e-183
4,"unique",4.88541092974778e-180
5,"unique",2.18777804323363e-179
6,"unique",6.84505404020781e-37
1,"united",1.16370955975783e-249
2,"united",3.80152030476911e-253
3,"united",3.47315076421273e-256
4,"united",1.08259285644078e-250
5,"united",0.00110071387508795
6,"united",1.9978002600451e-236
1,"universe",0.0022872695503574
2,"universe",1.19992297500028e-175
3,"universe",1.65898774154553e-176
4,"universe",1.30432145590461e-71
5,"universe",2.1583948590152e-71
6,"universe",4.05194916495091e-169
1,"unofficial",2.17185434339326e-179
2,"unofficial",7.75939353193916e-97
3,"unofficial",1.03881264381952e-183
4,"unofficial",1.10572242806893e-179
5,"unofficial",0.00110071387508795
6,"unofficial",3.55380053551209e-176
1,"unos",4.79973565419075e-185
2,"unos",3.98534535760484e-188
3,"unos",3.74451691091709e-189
4,"unos",0.00238040358847522
5,"unos",2.8690744373524e-176
6,"unos",2.79798670472222e-182
1,"untill",1.08744041876753e-50
2,"untill",1.53344443995737e-188
3,"untill",6.586632506564e-190
4,"untill",0.00119020179423761
5,"untill",1.30483216584787e-185
6,"untill",2.65965315459739e-183
1,"upbringing",4.74759877683059e-205
2,"upbringing",3.59816000384662e-208
3,"upbringing",4.62207836964954e-211
4,"upbringing",3.44284043606522e-50
5,"upbringing",0.00110071387508795
6,"upbringing",5.45025699635938e-204
1,"updated",0.0011436347751787
2,"updated",1.23638986735279e-81
3,"updated",1.70926261248965e-224
4,"updated",3.74230774297122e-218
5,"updated",4.21535557040638e-218
6,"updated",1.97027323619559e-215
1,"upsets",0.0011436347751787
2,"upsets",2.44837716177117e-58
3,"upsets",1.30058516265769e-195
4,"upsets",3.49608364541255e-191
5,"upsets",7.75460030863727e-192
6,"upsets",8.00364240617789e-51
1,"ure",6.20189500664371e-181
2,"ure",0.00106272090598136
3,"ure",1.55307967551333e-184
4,"ure",2.61139863949442e-38
5,"ure",8.27967220539058e-180
6,"ure",2.27110004525308e-177
1,"urself",0.0011436347751787
2,"urself",1.16855583465483e-27
3,"urself",2.02421562202697e-183
4,"urself",8.36428779459889e-41
5,"urself",9.64342885543154e-180
6,"urself",4.71363077679753e-176
1,"userpgoflfb",5.55820628276711e-177
2,"userpgoflfb",2.62090636985949e-180
3,"userpgoflfb",0.000887327939598702
4,"userpgoflfb",1.40259591244426e-176
5,"userpgoflfb",0.00110071393701594
6,"userpgoflfb",1.07645228711545e-172
1,"users",3.70650526111317e-187
2,"users",1.84248532988558e-193
3,"users",7.10978894958902e-192
4,"users",1.27494947865329e-49
